id,filename,type,difficulty,height,width,optimal_steps,path_file,path_len,dist_file,action_file,split
869,maze_869.npy,perfect,Medium,21,21,80,maze_869_path.npy,80,maze_869_dist.npy,maze_869_actions.npy,train
1978,maze_1978.npy,perfect,Medium,21,21,56,maze_1978_path.npy,56,maze_1978_dist.npy,maze_1978_actions.npy,train
2456,maze_2456.npy,imperfect,Medium,21,21,76,maze_2456_path.npy,76,maze_2456_dist.npy,maze_2456_actions.npy,train
3865,maze_3865.npy,imperfect,Medium,21,21,114,maze_3865_path.npy,114,maze_3865_dist.npy,maze_3865_actions.npy,train
2212,maze_2212.npy,imperfect,Medium,21,21,54,maze_2212_path.npy,54,maze_2212_dist.npy,maze_2212_actions.npy,train
1006,maze_1006.npy,perfect,Medium,21,21,92,maze_1006_path.npy,92,maze_1006_dist.npy,maze_1006_actions.npy,train
3047,maze_3047.npy,imperfect,Medium,21,21,50,maze_3047_path.npy,50,maze_3047_dist.npy,maze_3047_actions.npy,train
705,maze_705.npy,perfect,Medium,21,21,148,maze_705_path.npy,148,maze_705_dist.npy,maze_705_actions.npy,train
3143,maze_3143.npy,imperfect,Medium,21,21,52,maze_3143_path.npy,52,maze_3143_dist.npy,maze_3143_actions.npy,train
3596,maze_3596.npy,imperfect,Medium,21,21,64,maze_3596_path.npy,64,maze_3596_dist.npy,maze_3596_actions.npy,train
1987,maze_1987.npy,perfect,Medium,21,21,68,maze_1987_path.npy,68,maze_1987_dist.npy,maze_1987_actions.npy,train
179,maze_179.npy,perfect,Medium,21,21,80,maze_179_path.npy,80,maze_179_dist.npy,maze_179_actions.npy,train
109,maze_109.npy,perfect,Medium,21,21,96,maze_109_path.npy,96,maze_109_dist.npy,maze_109_actions.npy,train
3078,maze_3078.npy,imperfect,Medium,21,21,48,maze_3078_path.npy,48,maze_3078_dist.npy,maze_3078_actions.npy,train
1055,maze_1055.npy,perfect,Medium,21,21,88,maze_1055_path.npy,88,maze_1055_dist.npy,maze_1055_actions.npy,train
3952,maze_3952.npy,imperfect,Medium,21,21,48,maze_3952_path.npy,48,maze_3952_dist.npy,maze_3952_actions.npy,train
314,maze_314.npy,perfect,Medium,21,21,84,maze_314_path.npy,84,maze_314_dist.npy,maze_314_actions.npy,train
1822,maze_1822.npy,perfect,Medium,21,21,128,maze_1822_path.npy,128,maze_1822_dist.npy,maze_1822_actions.npy,train
567,maze_567.npy,perfect,Medium,21,21,56,maze_567_path.npy,56,maze_567_dist.npy,maze_567_actions.npy,train
879,maze_879.npy,perfect,Medium,21,21,44,maze_879_path.npy,44,maze_879_dist.npy,maze_879_actions.npy,train
2230,maze_2230.npy,imperfect,Medium,21,21,110,maze_2230_path.npy,110,maze_2230_dist.npy,maze_2230_actions.npy,train
1411,maze_1411.npy,perfect,Medium,21,21,112,maze_1411_path.npy,112,maze_1411_dist.npy,maze_1411_actions.npy,train
3224,maze_3224.npy,imperfect,Medium,21,21,48,maze_3224_path.npy,48,maze_3224_dist.npy,maze_3224_actions.npy,train
3936,maze_3936.npy,imperfect,Medium,21,21,46,maze_3936_path.npy,46,maze_3936_dist.npy,maze_3936_actions.npy,train
3249,maze_3249.npy,imperfect,Medium,21,21,40,maze_3249_path.npy,40,maze_3249_dist.npy,maze_3249_actions.npy,train
929,maze_929.npy,perfect,Medium,21,21,76,maze_929_path.npy,76,maze_929_dist.npy,maze_929_actions.npy,train
2578,maze_2578.npy,imperfect,Medium,21,21,46,maze_2578_path.npy,46,maze_2578_dist.npy,maze_2578_actions.npy,train
3379,maze_3379.npy,imperfect,Medium,21,21,56,maze_3379_path.npy,56,maze_3379_dist.npy,maze_3379_actions.npy,train
2292,maze_2292.npy,imperfect,Medium,21,21,76,maze_2292_path.npy,76,maze_2292_dist.npy,maze_2292_actions.npy,train
1502,maze_1502.npy,perfect,Medium,21,21,116,maze_1502_path.npy,116,maze_1502_dist.npy,maze_1502_actions.npy,train
3782,maze_3782.npy,imperfect,Medium,21,21,42,maze_3782_path.npy,42,maze_3782_dist.npy,maze_3782_actions.npy,train
605,maze_605.npy,perfect,Medium,21,21,120,maze_605_path.npy,120,maze_605_dist.npy,maze_605_actions.npy,train
1988,maze_1988.npy,perfect,Medium,21,21,88,maze_1988_path.npy,88,maze_1988_dist.npy,maze_1988_actions.npy,train
14,maze_14.npy,perfect,Medium,21,21,72,maze_14_path.npy,72,maze_14_dist.npy,maze_14_actions.npy,train
1261,maze_1261.npy,perfect,Medium,21,21,40,maze_1261_path.npy,40,maze_1261_dist.npy,maze_1261_actions.npy,train
3238,maze_3238.npy,imperfect,Medium,21,21,48,maze_3238_path.npy,48,maze_3238_dist.npy,maze_3238_actions.npy,train
3318,maze_3318.npy,imperfect,Medium,21,21,44,maze_3318_path.npy,44,maze_3318_dist.npy,maze_3318_actions.npy,train
8,maze_8.npy,perfect,Medium,21,21,56,maze_8_path.npy,56,maze_8_dist.npy,maze_8_actions.npy,train
889,maze_889.npy,perfect,Medium,21,21,68,maze_889_path.npy,68,maze_889_dist.npy,maze_889_actions.npy,train
3148,maze_3148.npy,imperfect,Medium,21,21,44,maze_3148_path.npy,44,maze_3148_dist.npy,maze_3148_actions.npy,train
3551,maze_3551.npy,imperfect,Medium,21,21,48,maze_3551_path.npy,48,maze_3551_dist.npy,maze_3551_actions.npy,train
1444,maze_1444.npy,perfect,Medium,21,21,132,maze_1444_path.npy,132,maze_1444_dist.npy,maze_1444_actions.npy,train
393,maze_393.npy,perfect,Medium,21,21,72,maze_393_path.npy,72,maze_393_dist.npy,maze_393_actions.npy,train
1582,maze_1582.npy,perfect,Medium,21,21,84,maze_1582_path.npy,84,maze_1582_dist.npy,maze_1582_actions.npy,train
2858,maze_2858.npy,imperfect,Medium,21,21,40,maze_2858_path.npy,40,maze_2858_dist.npy,maze_2858_actions.npy,train
538,maze_538.npy,perfect,Medium,21,21,92,maze_538_path.npy,92,maze_538_dist.npy,maze_538_actions.npy,train
1487,maze_1487.npy,perfect,Medium,21,21,108,maze_1487_path.npy,108,maze_1487_dist.npy,maze_1487_actions.npy,train
807,maze_807.npy,perfect,Medium,21,21,100,maze_807_path.npy,100,maze_807_dist.npy,maze_807_actions.npy,train
3414,maze_3414.npy,imperfect,Medium,21,21,36,maze_3414_path.npy,36,maze_3414_dist.npy,maze_3414_actions.npy,train
798,maze_798.npy,perfect,Medium,21,21,64,maze_798_path.npy,64,maze_798_dist.npy,maze_798_actions.npy,train
3539,maze_3539.npy,imperfect,Medium,21,21,44,maze_3539_path.npy,44,maze_3539_dist.npy,maze_3539_actions.npy,train
1815,maze_1815.npy,perfect,Medium,21,21,68,maze_1815_path.npy,68,maze_1815_dist.npy,maze_1815_actions.npy,train
2329,maze_2329.npy,imperfect,Medium,21,21,60,maze_2329_path.npy,60,maze_2329_dist.npy,maze_2329_actions.npy,train
2647,maze_2647.npy,imperfect,Medium,21,21,36,maze_2647_path.npy,36,maze_2647_dist.npy,maze_2647_actions.npy,train
1424,maze_1424.npy,perfect,Medium,21,21,80,maze_1424_path.npy,80,maze_1424_dist.npy,maze_1424_actions.npy,train
2359,maze_2359.npy,imperfect,Medium,21,21,52,maze_2359_path.npy,52,maze_2359_dist.npy,maze_2359_actions.npy,train
3321,maze_3321.npy,imperfect,Medium,21,21,42,maze_3321_path.npy,42,maze_3321_dist.npy,maze_3321_actions.npy,train
787,maze_787.npy,perfect,Medium,21,21,88,maze_787_path.npy,88,maze_787_dist.npy,maze_787_actions.npy,train
1992,maze_1992.npy,perfect,Medium,21,21,80,maze_1992_path.npy,80,maze_1992_dist.npy,maze_1992_actions.npy,train
1116,maze_1116.npy,perfect,Medium,21,21,84,maze_1116_path.npy,84,maze_1116_dist.npy,maze_1116_actions.npy,train
1320,maze_1320.npy,perfect,Medium,21,21,44,maze_1320_path.npy,44,maze_1320_dist.npy,maze_1320_actions.npy,train
3656,maze_3656.npy,imperfect,Medium,21,21,48,maze_3656_path.npy,48,maze_3656_dist.npy,maze_3656_actions.npy,train
1552,maze_1552.npy,perfect,Medium,21,21,100,maze_1552_path.npy,100,maze_1552_dist.npy,maze_1552_actions.npy,train
32,maze_32.npy,perfect,Medium,21,21,60,maze_32_path.npy,60,maze_32_dist.npy,maze_32_actions.npy,train
463,maze_463.npy,perfect,Medium,21,21,48,maze_463_path.npy,48,maze_463_dist.npy,maze_463_actions.npy,train
2515,maze_2515.npy,imperfect,Medium,21,21,44,maze_2515_path.npy,44,maze_2515_dist.npy,maze_2515_actions.npy,train
2295,maze_2295.npy,imperfect,Medium,21,21,52,maze_2295_path.npy,52,maze_2295_dist.npy,maze_2295_actions.npy,train
166,maze_166.npy,perfect,Medium,21,21,88,maze_166_path.npy,88,maze_166_dist.npy,maze_166_actions.npy,train
2862,maze_2862.npy,imperfect,Medium,21,21,48,maze_2862_path.npy,48,maze_2862_dist.npy,maze_2862_actions.npy,train
414,maze_414.npy,perfect,Medium,21,21,80,maze_414_path.npy,80,maze_414_dist.npy,maze_414_actions.npy,train
33,maze_33.npy,perfect,Medium,21,21,100,maze_33_path.npy,100,maze_33_dist.npy,maze_33_actions.npy,train
184,maze_184.npy,perfect,Medium,21,21,104,maze_184_path.npy,104,maze_184_dist.npy,maze_184_actions.npy,train
3022,maze_3022.npy,imperfect,Medium,21,21,40,maze_3022_path.npy,40,maze_3022_dist.npy,maze_3022_actions.npy,train
3240,maze_3240.npy,imperfect,Medium,21,21,74,maze_3240_path.npy,74,maze_3240_dist.npy,maze_3240_actions.npy,train
3301,maze_3301.npy,imperfect,Medium,21,21,40,maze_3301_path.npy,40,maze_3301_dist.npy,maze_3301_actions.npy,train
1952,maze_1952.npy,perfect,Medium,21,21,72,maze_1952_path.npy,72,maze_1952_dist.npy,maze_1952_actions.npy,train
3749,maze_3749.npy,imperfect,Medium,21,21,78,maze_3749_path.npy,78,maze_3749_dist.npy,maze_3749_actions.npy,train
1621,maze_1621.npy,perfect,Medium,21,21,72,maze_1621_path.npy,72,maze_1621_dist.npy,maze_1621_actions.npy,train
1242,maze_1242.npy,perfect,Medium,21,21,72,maze_1242_path.npy,72,maze_1242_dist.npy,maze_1242_actions.npy,train
3549,maze_3549.npy,imperfect,Medium,21,21,40,maze_3549_path.npy,40,maze_3549_dist.npy,maze_3549_actions.npy,train
721,maze_721.npy,perfect,Medium,21,21,56,maze_721_path.npy,56,maze_721_dist.npy,maze_721_actions.npy,train
1174,maze_1174.npy,perfect,Medium,21,21,76,maze_1174_path.npy,76,maze_1174_dist.npy,maze_1174_actions.npy,train
670,maze_670.npy,perfect,Medium,21,21,100,maze_670_path.npy,100,maze_670_dist.npy,maze_670_actions.npy,train
3331,maze_3331.npy,imperfect,Medium,21,21,40,maze_3331_path.npy,40,maze_3331_dist.npy,maze_3331_actions.npy,train
1746,maze_1746.npy,perfect,Medium,21,21,144,maze_1746_path.npy,144,maze_1746_dist.npy,maze_1746_actions.npy,train
2424,maze_2424.npy,imperfect,Medium,21,21,96,maze_2424_path.npy,96,maze_2424_dist.npy,maze_2424_actions.npy,train
1556,maze_1556.npy,perfect,Medium,21,21,64,maze_1556_path.npy,64,maze_1556_dist.npy,maze_1556_actions.npy,train
2866,maze_2866.npy,imperfect,Medium,21,21,50,maze_2866_path.npy,50,maze_2866_dist.npy,maze_2866_actions.npy,train
3536,maze_3536.npy,imperfect,Medium,21,21,52,maze_3536_path.npy,52,maze_3536_dist.npy,maze_3536_actions.npy,train
2584,maze_2584.npy,imperfect,Medium,21,21,48,maze_2584_path.npy,48,maze_2584_dist.npy,maze_2584_actions.npy,train
1744,maze_1744.npy,perfect,Medium,21,21,68,maze_1744_path.npy,68,maze_1744_dist.npy,maze_1744_actions.npy,train
3867,maze_3867.npy,imperfect,Medium,21,21,68,maze_3867_path.npy,68,maze_3867_dist.npy,maze_3867_actions.npy,train
718,maze_718.npy,perfect,Medium,21,21,60,maze_718_path.npy,60,maze_718_dist.npy,maze_718_actions.npy,train
1370,maze_1370.npy,perfect,Medium,21,21,124,maze_1370_path.npy,124,maze_1370_dist.npy,maze_1370_actions.npy,train
2979,maze_2979.npy,imperfect,Medium,21,21,48,maze_2979_path.npy,48,maze_2979_dist.npy,maze_2979_actions.npy,train
3930,maze_3930.npy,imperfect,Medium,21,21,36,maze_3930_path.npy,36,maze_3930_dist.npy,maze_3930_actions.npy,train
2020,maze_2020.npy,imperfect,Medium,21,21,48,maze_2020_path.npy,48,maze_2020_dist.npy,maze_2020_actions.npy,train
2610,maze_2610.npy,imperfect,Medium,21,21,46,maze_2610_path.npy,46,maze_2610_dist.npy,maze_2610_actions.npy,train
1626,maze_1626.npy,perfect,Medium,21,21,76,maze_1626_path.npy,76,maze_1626_dist.npy,maze_1626_actions.npy,train
2425,maze_2425.npy,imperfect,Medium,21,21,60,maze_2425_path.npy,60,maze_2425_dist.npy,maze_2425_actions.npy,train
3053,maze_3053.npy,imperfect,Medium,21,21,46,maze_3053_path.npy,46,maze_3053_dist.npy,maze_3053_actions.npy,train
3007,maze_3007.npy,imperfect,Medium,21,21,36,maze_3007_path.npy,36,maze_3007_dist.npy,maze_3007_actions.npy,train
599,maze_599.npy,perfect,Medium,21,21,104,maze_599_path.npy,104,maze_599_dist.npy,maze_599_actions.npy,train
1747,maze_1747.npy,perfect,Medium,21,21,136,maze_1747_path.npy,136,maze_1747_dist.npy,maze_1747_actions.npy,train
2351,maze_2351.npy,imperfect,Medium,21,21,40,maze_2351_path.npy,40,maze_2351_dist.npy,maze_2351_actions.npy,train
1429,maze_1429.npy,perfect,Medium,21,21,68,maze_1429_path.npy,68,maze_1429_dist.npy,maze_1429_actions.npy,train
1114,maze_1114.npy,perfect,Medium,21,21,52,maze_1114_path.npy,52,maze_1114_dist.npy,maze_1114_actions.npy,train
642,maze_642.npy,perfect,Medium,21,21,88,maze_642_path.npy,88,maze_642_dist.npy,maze_642_actions.npy,train
402,maze_402.npy,perfect,Medium,21,21,88,maze_402_path.npy,88,maze_402_dist.npy,maze_402_actions.npy,train
490,maze_490.npy,perfect,Medium,21,21,104,maze_490_path.npy,104,maze_490_dist.npy,maze_490_actions.npy,train
2499,maze_2499.npy,imperfect,Medium,21,21,50,maze_2499_path.npy,50,maze_2499_dist.npy,maze_2499_actions.npy,train
1003,maze_1003.npy,perfect,Medium,21,21,108,maze_1003_path.npy,108,maze_1003_dist.npy,maze_1003_actions.npy,train
2114,maze_2114.npy,imperfect,Medium,21,21,44,maze_2114_path.npy,44,maze_2114_dist.npy,maze_2114_actions.npy,train
3484,maze_3484.npy,imperfect,Medium,21,21,56,maze_3484_path.npy,56,maze_3484_dist.npy,maze_3484_actions.npy,train
1878,maze_1878.npy,perfect,Medium,21,21,132,maze_1878_path.npy,132,maze_1878_dist.npy,maze_1878_actions.npy,train
2473,maze_2473.npy,imperfect,Medium,21,21,36,maze_2473_path.npy,36,maze_2473_dist.npy,maze_2473_actions.npy,train
270,maze_270.npy,perfect,Medium,21,21,104,maze_270_path.npy,104,maze_270_dist.npy,maze_270_actions.npy,train
2341,maze_2341.npy,imperfect,Medium,21,21,78,maze_2341_path.npy,78,maze_2341_dist.npy,maze_2341_actions.npy,train
3058,maze_3058.npy,imperfect,Medium,21,21,58,maze_3058_path.npy,58,maze_3058_dist.npy,maze_3058_actions.npy,train
3198,maze_3198.npy,imperfect,Medium,21,21,56,maze_3198_path.npy,56,maze_3198_dist.npy,maze_3198_actions.npy,train
1044,maze_1044.npy,perfect,Medium,21,21,64,maze_1044_path.npy,64,maze_1044_dist.npy,maze_1044_actions.npy,train
3497,maze_3497.npy,imperfect,Medium,21,21,50,maze_3497_path.npy,50,maze_3497_dist.npy,maze_3497_actions.npy,train
2793,maze_2793.npy,imperfect,Medium,21,21,68,maze_2793_path.npy,68,maze_2793_dist.npy,maze_2793_actions.npy,train
2392,maze_2392.npy,imperfect,Medium,21,21,52,maze_2392_path.npy,52,maze_2392_dist.npy,maze_2392_actions.npy,train
3470,maze_3470.npy,imperfect,Medium,21,21,50,maze_3470_path.npy,50,maze_3470_dist.npy,maze_3470_actions.npy,train
3837,maze_3837.npy,imperfect,Medium,21,21,40,maze_3837_path.npy,40,maze_3837_dist.npy,maze_3837_actions.npy,train
2358,maze_2358.npy,imperfect,Medium,21,21,144,maze_2358_path.npy,144,maze_2358_dist.npy,maze_2358_actions.npy,train
2334,maze_2334.npy,imperfect,Medium,21,21,44,maze_2334_path.npy,44,maze_2334_dist.npy,maze_2334_actions.npy,train
17,maze_17.npy,perfect,Medium,21,21,60,maze_17_path.npy,60,maze_17_dist.npy,maze_17_actions.npy,train
3654,maze_3654.npy,imperfect,Medium,21,21,48,maze_3654_path.npy,48,maze_3654_dist.npy,maze_3654_actions.npy,train
1210,maze_1210.npy,perfect,Medium,21,21,52,maze_1210_path.npy,52,maze_1210_dist.npy,maze_1210_actions.npy,train
2117,maze_2117.npy,imperfect,Medium,21,21,62,maze_2117_path.npy,62,maze_2117_dist.npy,maze_2117_actions.npy,train
229,maze_229.npy,perfect,Medium,21,21,120,maze_229_path.npy,120,maze_229_dist.npy,maze_229_actions.npy,train
1117,maze_1117.npy,perfect,Medium,21,21,92,maze_1117_path.npy,92,maze_1117_dist.npy,maze_1117_actions.npy,train
1292,maze_1292.npy,perfect,Medium,21,21,48,maze_1292_path.npy,48,maze_1292_dist.npy,maze_1292_actions.npy,train
495,maze_495.npy,perfect,Medium,21,21,108,maze_495_path.npy,108,maze_495_dist.npy,maze_495_actions.npy,train
3544,maze_3544.npy,imperfect,Medium,21,21,52,maze_3544_path.npy,52,maze_3544_dist.npy,maze_3544_actions.npy,train
461,maze_461.npy,perfect,Medium,21,21,96,maze_461_path.npy,96,maze_461_dist.npy,maze_461_actions.npy,train
2903,maze_2903.npy,imperfect,Medium,21,21,70,maze_2903_path.npy,70,maze_2903_dist.npy,maze_2903_actions.npy,train
1563,maze_1563.npy,perfect,Medium,21,21,136,maze_1563_path.npy,136,maze_1563_dist.npy,maze_1563_actions.npy,train
2553,maze_2553.npy,imperfect,Medium,21,21,60,maze_2553_path.npy,60,maze_2553_dist.npy,maze_2553_actions.npy,train
318,maze_318.npy,perfect,Medium,21,21,52,maze_318_path.npy,52,maze_318_dist.npy,maze_318_actions.npy,train
2453,maze_2453.npy,imperfect,Medium,21,21,52,maze_2453_path.npy,52,maze_2453_dist.npy,maze_2453_actions.npy,train
3265,maze_3265.npy,imperfect,Medium,21,21,72,maze_3265_path.npy,72,maze_3265_dist.npy,maze_3265_actions.npy,train
2452,maze_2452.npy,imperfect,Medium,21,21,46,maze_2452_path.npy,46,maze_2452_dist.npy,maze_2452_actions.npy,train
1491,maze_1491.npy,perfect,Medium,21,21,72,maze_1491_path.npy,72,maze_1491_dist.npy,maze_1491_actions.npy,train
3572,maze_3572.npy,imperfect,Medium,21,21,64,maze_3572_path.npy,64,maze_3572_dist.npy,maze_3572_actions.npy,train
1289,maze_1289.npy,perfect,Medium,21,21,76,maze_1289_path.npy,76,maze_1289_dist.npy,maze_1289_actions.npy,train
3322,maze_3322.npy,imperfect,Medium,21,21,76,maze_3322_path.npy,76,maze_3322_dist.npy,maze_3322_actions.npy,train
3518,maze_3518.npy,imperfect,Medium,21,21,48,maze_3518_path.npy,48,maze_3518_dist.npy,maze_3518_actions.npy,train
3393,maze_3393.npy,imperfect,Medium,21,21,58,maze_3393_path.npy,58,maze_3393_dist.npy,maze_3393_actions.npy,train
2233,maze_2233.npy,imperfect,Medium,21,21,64,maze_2233_path.npy,64,maze_2233_dist.npy,maze_2233_actions.npy,train
657,maze_657.npy,perfect,Medium,21,21,56,maze_657_path.npy,56,maze_657_dist.npy,maze_657_actions.npy,train
1056,maze_1056.npy,perfect,Medium,21,21,96,maze_1056_path.npy,96,maze_1056_dist.npy,maze_1056_actions.npy,train
2119,maze_2119.npy,imperfect,Medium,21,21,52,maze_2119_path.npy,52,maze_2119_dist.npy,maze_2119_actions.npy,train
3194,maze_3194.npy,imperfect,Medium,21,21,48,maze_3194_path.npy,48,maze_3194_dist.npy,maze_3194_actions.npy,train
3894,maze_3894.npy,imperfect,Medium,21,21,44,maze_3894_path.npy,44,maze_3894_dist.npy,maze_3894_actions.npy,train
1662,maze_1662.npy,perfect,Medium,21,21,84,maze_1662_path.npy,84,maze_1662_dist.npy,maze_1662_actions.npy,train
1330,maze_1330.npy,perfect,Medium,21,21,68,maze_1330_path.npy,68,maze_1330_dist.npy,maze_1330_actions.npy,train
1178,maze_1178.npy,perfect,Medium,21,21,64,maze_1178_path.npy,64,maze_1178_dist.npy,maze_1178_actions.npy,train
3720,maze_3720.npy,imperfect,Medium,21,21,68,maze_3720_path.npy,68,maze_3720_dist.npy,maze_3720_actions.npy,train
2157,maze_2157.npy,imperfect,Medium,21,21,64,maze_2157_path.npy,64,maze_2157_dist.npy,maze_2157_actions.npy,train
298,maze_298.npy,perfect,Medium,21,21,80,maze_298_path.npy,80,maze_298_dist.npy,maze_298_actions.npy,train
93,maze_93.npy,perfect,Medium,21,21,72,maze_93_path.npy,72,maze_93_dist.npy,maze_93_actions.npy,train
2404,maze_2404.npy,imperfect,Medium,21,21,42,maze_2404_path.npy,42,maze_2404_dist.npy,maze_2404_actions.npy,train
3548,maze_3548.npy,imperfect,Medium,21,21,44,maze_3548_path.npy,44,maze_3548_dist.npy,maze_3548_actions.npy,train
1575,maze_1575.npy,perfect,Medium,21,21,84,maze_1575_path.npy,84,maze_1575_dist.npy,maze_1575_actions.npy,train
3745,maze_3745.npy,imperfect,Medium,21,21,104,maze_3745_path.npy,104,maze_3745_dist.npy,maze_3745_actions.npy,train
2886,maze_2886.npy,imperfect,Medium,21,21,56,maze_2886_path.npy,56,maze_2886_dist.npy,maze_2886_actions.npy,train
1793,maze_1793.npy,perfect,Medium,21,21,64,maze_1793_path.npy,64,maze_1793_dist.npy,maze_1793_actions.npy,train
23,maze_23.npy,perfect,Medium,21,21,148,maze_23_path.npy,148,maze_23_dist.npy,maze_23_actions.npy,train
3350,maze_3350.npy,imperfect,Medium,21,21,66,maze_3350_path.npy,66,maze_3350_dist.npy,maze_3350_actions.npy,train
3623,maze_3623.npy,imperfect,Medium,21,21,44,maze_3623_path.npy,44,maze_3623_dist.npy,maze_3623_actions.npy,train
1731,maze_1731.npy,perfect,Medium,21,21,72,maze_1731_path.npy,72,maze_1731_dist.npy,maze_1731_actions.npy,train
1084,maze_1084.npy,perfect,Medium,21,21,64,maze_1084_path.npy,64,maze_1084_dist.npy,maze_1084_actions.npy,train
3991,maze_3991.npy,imperfect,Medium,21,21,36,maze_3991_path.npy,36,maze_3991_dist.npy,maze_3991_actions.npy,train
2665,maze_2665.npy,imperfect,Medium,21,21,46,maze_2665_path.npy,46,maze_2665_dist.npy,maze_2665_actions.npy,train
2378,maze_2378.npy,imperfect,Medium,21,21,84,maze_2378_path.npy,84,maze_2378_dist.npy,maze_2378_actions.npy,train
1272,maze_1272.npy,perfect,Medium,21,21,60,maze_1272_path.npy,60,maze_1272_dist.npy,maze_1272_actions.npy,train
305,maze_305.npy,perfect,Medium,21,21,56,maze_305_path.npy,56,maze_305_dist.npy,maze_305_actions.npy,train
