id,filename,type,difficulty,height,width,optimal_steps,path_file,split
3983,maze_3983.npy,imperfect,Hard,31,31,102,maze_3983_path.npy,train
1741,maze_1741.npy,perfect,Hard,31,31,260,maze_1741_path.npy,train
2669,maze_2669.npy,imperfect,Medium,21,21,82,maze_2669_path.npy,train
2304,maze_2304.npy,imperfect,Easy,11,11,20,maze_2304_path.npy,train
3126,maze_3126.npy,imperfect,Medium,21,21,66,maze_3126_path.npy,train
205,maze_205.npy,perfect,Easy,11,11,40,maze_205_path.npy,train
3282,maze_3282.npy,imperfect,Medium,21,21,56,maze_3282_path.npy,train
184,maze_184.npy,perfect,Easy,11,11,24,maze_184_path.npy,train
2778,maze_2778.npy,imperfect,Medium,21,21,52,maze_2778_path.npy,train
3746,maze_3746.npy,imperfect,Hard,31,31,62,maze_3746_path.npy,train
3506,maze_3506.npy,imperfect,Hard,31,31,76,maze_3506_path.npy,train
1261,maze_1261.npy,perfect,Medium,21,21,60,maze_1261_path.npy,train
2763,maze_2763.npy,imperfect,Medium,21,21,46,maze_2763_path.npy,train
598,maze_598.npy,perfect,Easy,11,11,20,maze_598_path.npy,train
2384,maze_2384.npy,imperfect,Easy,11,11,16,maze_2384_path.npy,train
816,maze_816.npy,perfect,Medium,21,21,56,maze_816_path.npy,train
1061,maze_1061.npy,perfect,Medium,21,21,132,maze_1061_path.npy,train
862,maze_862.npy,perfect,Medium,21,21,64,maze_862_path.npy,train
879,maze_879.npy,perfect,Medium,21,21,56,maze_879_path.npy,train
2154,maze_2154.npy,imperfect,Easy,11,11,36,maze_2154_path.npy,train
1110,maze_1110.npy,perfect,Medium,21,21,48,maze_1110_path.npy,train
551,maze_551.npy,perfect,Easy,11,11,16,maze_551_path.npy,train
865,maze_865.npy,perfect,Medium,21,21,48,maze_865_path.npy,train
3565,maze_3565.npy,imperfect,Hard,31,31,74,maze_3565_path.npy,train
564,maze_564.npy,perfect,Easy,11,11,24,maze_564_path.npy,train
2864,maze_2864.npy,imperfect,Medium,21,21,78,maze_2864_path.npy,train
2383,maze_2383.npy,imperfect,Easy,11,11,24,maze_2383_path.npy,train
3154,maze_3154.npy,imperfect,Medium,21,21,52,maze_3154_path.npy,train
3504,maze_3504.npy,imperfect,Hard,31,31,104,maze_3504_path.npy,train
2283,maze_2283.npy,imperfect,Easy,11,11,32,maze_2283_path.npy,train
3058,maze_3058.npy,imperfect,Medium,21,21,40,maze_3058_path.npy,train
2019,maze_2019.npy,imperfect,Easy,11,11,16,maze_2019_path.npy,train
1873,maze_1873.npy,perfect,Hard,31,31,192,maze_1873_path.npy,train
567,maze_567.npy,perfect,Easy,11,11,32,maze_567_path.npy,train
2855,maze_2855.npy,imperfect,Medium,21,21,52,maze_2855_path.npy,train
3198,maze_3198.npy,imperfect,Medium,21,21,48,maze_3198_path.npy,train
3614,maze_3614.npy,imperfect,Hard,31,31,106,maze_3614_path.npy,train
1188,maze_1188.npy,perfect,Medium,21,21,100,maze_1188_path.npy,train
3990,maze_3990.npy,imperfect,Hard,31,31,78,maze_3990_path.npy,train
3553,maze_3553.npy,imperfect,Hard,31,31,114,maze_3553_path.npy,train
1756,maze_1756.npy,perfect,Hard,31,31,112,maze_1756_path.npy,train
1011,maze_1011.npy,perfect,Medium,21,21,124,maze_1011_path.npy,train
3951,maze_3951.npy,imperfect,Hard,31,31,100,maze_3951_path.npy,train
871,maze_871.npy,perfect,Medium,21,21,104,maze_871_path.npy,train
93,maze_93.npy,perfect,Easy,11,11,36,maze_93_path.npy,train
2507,maze_2507.npy,imperfect,Easy,11,11,22,maze_2507_path.npy,train
2768,maze_2768.npy,imperfect,Medium,21,21,58,maze_2768_path.npy,train
229,maze_229.npy,perfect,Easy,11,11,16,maze_229_path.npy,train
1506,maze_1506.npy,perfect,Hard,31,31,276,maze_1506_path.npy,train
2673,maze_2673.npy,imperfect,Medium,21,21,36,maze_2673_path.npy,train
676,maze_676.npy,perfect,Medium,21,21,100,maze_676_path.npy,train
23,maze_23.npy,perfect,Easy,11,11,24,maze_23_path.npy,train
2184,maze_2184.npy,imperfect,Easy,11,11,16,maze_2184_path.npy,train
1566,maze_1566.npy,perfect,Hard,31,31,136,maze_1566_path.npy,train
3629,maze_3629.npy,imperfect,Hard,31,31,118,maze_3629_path.npy,train
438,maze_438.npy,perfect,Easy,11,11,16,maze_438_path.npy,train
3196,maze_3196.npy,imperfect,Medium,21,21,40,maze_3196_path.npy,train
2425,maze_2425.npy,imperfect,Easy,11,11,24,maze_2425_path.npy,train
3128,maze_3128.npy,imperfect,Medium,21,21,82,maze_3128_path.npy,train
2228,maze_2228.npy,imperfect,Easy,11,11,32,maze_2228_path.npy,train
3250,maze_3250.npy,imperfect,Medium,21,21,48,maze_3250_path.npy,train
2381,maze_2381.npy,imperfect,Easy,11,11,20,maze_2381_path.npy,train
1064,maze_1064.npy,perfect,Medium,21,21,48,maze_1064_path.npy,train
3494,maze_3494.npy,imperfect,Hard,31,31,96,maze_3494_path.npy,train
2053,maze_2053.npy,imperfect,Easy,11,11,16,maze_2053_path.npy,train
1727,maze_1727.npy,perfect,Hard,31,31,132,maze_1727_path.npy,train
1644,maze_1644.npy,perfect,Hard,31,31,192,maze_1644_path.npy,train
1406,maze_1406.npy,perfect,Hard,31,31,220,maze_1406_path.npy,train
1113,maze_1113.npy,perfect,Medium,21,21,76,maze_1113_path.npy,train
2942,maze_2942.npy,imperfect,Medium,21,21,56,maze_2942_path.npy,train
3660,maze_3660.npy,imperfect,Hard,31,31,72,maze_3660_path.npy,train
2765,maze_2765.npy,imperfect,Medium,21,21,78,maze_2765_path.npy,train
2333,maze_2333.npy,imperfect,Easy,11,11,18,maze_2333_path.npy,train
315,maze_315.npy,perfect,Easy,11,11,28,maze_315_path.npy,train
457,maze_457.npy,perfect,Easy,11,11,16,maze_457_path.npy,train
1071,maze_1071.npy,perfect,Medium,21,21,56,maze_1071_path.npy,train
1538,maze_1538.npy,perfect,Hard,31,31,300,maze_1538_path.npy,train
2987,maze_2987.npy,imperfect,Medium,21,21,78,maze_2987_path.npy,train
2046,maze_2046.npy,imperfect,Easy,11,11,36,maze_2046_path.npy,train
817,maze_817.npy,perfect,Medium,21,21,64,maze_817_path.npy,train
2328,maze_2328.npy,imperfect,Easy,11,11,16,maze_2328_path.npy,train
1055,maze_1055.npy,perfect,Medium,21,21,104,maze_1055_path.npy,train
1123,maze_1123.npy,perfect,Medium,21,21,80,maze_1123_path.npy,train
2813,maze_2813.npy,imperfect,Medium,21,21,54,maze_2813_path.npy,train
1728,maze_1728.npy,perfect,Hard,31,31,108,maze_1728_path.npy,train
3546,maze_3546.npy,imperfect,Hard,31,31,98,maze_3546_path.npy,train
1752,maze_1752.npy,perfect,Hard,31,31,212,maze_1752_path.npy,train
1221,maze_1221.npy,perfect,Medium,21,21,144,maze_1221_path.npy,train
3954,maze_3954.npy,imperfect,Hard,31,31,84,maze_3954_path.npy,train
3471,maze_3471.npy,imperfect,Hard,31,31,74,maze_3471_path.npy,train
156,maze_156.npy,perfect,Easy,11,11,28,maze_156_path.npy,train
680,maze_680.npy,perfect,Medium,21,21,80,maze_680_path.npy,train
120,maze_120.npy,perfect,Easy,11,11,36,maze_120_path.npy,train
568,maze_568.npy,perfect,Easy,11,11,32,maze_568_path.npy,train
1116,maze_1116.npy,perfect,Medium,21,21,136,maze_1116_path.npy,train
1513,maze_1513.npy,perfect,Hard,31,31,80,maze_1513_path.npy,train
3426,maze_3426.npy,imperfect,Hard,31,31,140,maze_3426_path.npy,train
2195,maze_2195.npy,imperfect,Easy,11,11,24,maze_2195_path.npy,train
3453,maze_3453.npy,imperfect,Hard,31,31,84,maze_3453_path.npy,train
1272,maze_1272.npy,perfect,Medium,21,21,68,maze_1272_path.npy,train
1420,maze_1420.npy,perfect,Hard,31,31,92,maze_1420_path.npy,train
2656,maze_2656.npy,imperfect,Easy,11,11,28,maze_2656_path.npy,train
2159,maze_2159.npy,imperfect,Easy,11,11,20,maze_2159_path.npy,train
1270,maze_1270.npy,perfect,Medium,21,21,88,maze_1270_path.npy,train
3799,maze_3799.npy,imperfect,Hard,31,31,158,maze_3799_path.npy,train
17,maze_17.npy,perfect,Easy,11,11,28,maze_17_path.npy,train
2186,maze_2186.npy,imperfect,Easy,11,11,24,maze_2186_path.npy,train
240,maze_240.npy,perfect,Easy,11,11,32,maze_240_path.npy,train
2208,maze_2208.npy,imperfect,Easy,11,11,28,maze_2208_path.npy,train
1965,maze_1965.npy,perfect,Hard,31,31,280,maze_1965_path.npy,train
3241,maze_3241.npy,imperfect,Medium,21,21,44,maze_3241_path.npy,train
3035,maze_3035.npy,imperfect,Medium,21,21,120,maze_3035_path.npy,train
3929,maze_3929.npy,imperfect,Hard,31,31,90,maze_3929_path.npy,train
1912,maze_1912.npy,perfect,Hard,31,31,140,maze_1912_path.npy,train
2791,maze_2791.npy,imperfect,Medium,21,21,40,maze_2791_path.npy,train
2968,maze_2968.npy,imperfect,Medium,21,21,36,maze_2968_path.npy,train
1582,maze_1582.npy,perfect,Hard,31,31,148,maze_1582_path.npy,train
1226,maze_1226.npy,perfect,Medium,21,21,68,maze_1226_path.npy,train
3227,maze_3227.npy,imperfect,Medium,21,21,44,maze_3227_path.npy,train
2576,maze_2576.npy,imperfect,Easy,11,11,24,maze_2576_path.npy,train
2459,maze_2459.npy,imperfect,Easy,11,11,24,maze_2459_path.npy,train
599,maze_599.npy,perfect,Easy,11,11,36,maze_599_path.npy,train
2577,maze_2577.npy,imperfect,Easy,11,11,20,maze_2577_path.npy,train
432,maze_432.npy,perfect,Easy,11,11,28,maze_432_path.npy,train
2428,maze_2428.npy,imperfect,Easy,11,11,24,maze_2428_path.npy,train
2484,maze_2484.npy,imperfect,Easy,11,11,36,maze_2484_path.npy,train
1293,maze_1293.npy,perfect,Medium,21,21,88,maze_1293_path.npy,train
1842,maze_1842.npy,perfect,Hard,31,31,244,maze_1842_path.npy,train
51,maze_51.npy,perfect,Easy,11,11,20,maze_51_path.npy,train
1616,maze_1616.npy,perfect,Hard,31,31,120,maze_1616_path.npy,train
1860,maze_1860.npy,perfect,Hard,31,31,108,maze_1860_path.npy,train
73,maze_73.npy,perfect,Easy,11,11,20,maze_73_path.npy,train
1511,maze_1511.npy,perfect,Hard,31,31,216,maze_1511_path.npy,train
1407,maze_1407.npy,perfect,Hard,31,31,212,maze_1407_path.npy,train
605,maze_605.npy,perfect,Easy,11,11,16,maze_605_path.npy,train
1361,maze_1361.npy,perfect,Hard,31,31,268,maze_1361_path.npy,train
1185,maze_1185.npy,perfect,Medium,21,21,104,maze_1185_path.npy,train
3913,maze_3913.npy,imperfect,Hard,31,31,202,maze_3913_path.npy,train
2431,maze_2431.npy,imperfect,Easy,11,11,20,maze_2431_path.npy,train
2288,maze_2288.npy,imperfect,Easy,11,11,16,maze_2288_path.npy,train
2238,maze_2238.npy,imperfect,Easy,11,11,20,maze_2238_path.npy,train
1777,maze_1777.npy,perfect,Hard,31,31,72,maze_1777_path.npy,train
157,maze_157.npy,perfect,Easy,11,11,20,maze_157_path.npy,train
2876,maze_2876.npy,imperfect,Medium,21,21,72,maze_2876_path.npy,train
52,maze_52.npy,perfect,Easy,11,11,24,maze_52_path.npy,train
2059,maze_2059.npy,imperfect,Easy,11,11,22,maze_2059_path.npy,train
220,maze_220.npy,perfect,Easy,11,11,32,maze_220_path.npy,train
3428,maze_3428.npy,imperfect,Hard,31,31,80,maze_3428_path.npy,train
26,maze_26.npy,perfect,Easy,11,11,40,maze_26_path.npy,train
3567,maze_3567.npy,imperfect,Hard,31,31,86,maze_3567_path.npy,train
1356,maze_1356.npy,perfect,Hard,31,31,128,maze_1356_path.npy,train
214,maze_214.npy,perfect,Easy,11,11,28,maze_214_path.npy,train
2866,maze_2866.npy,imperfect,Medium,21,21,56,maze_2866_path.npy,train
318,maze_318.npy,perfect,Easy,11,11,36,maze_318_path.npy,train
1222,maze_1222.npy,perfect,Medium,21,21,56,maze_1222_path.npy,train
693,maze_693.npy,perfect,Medium,21,21,132,maze_693_path.npy,train
2279,maze_2279.npy,imperfect,Easy,11,11,20,maze_2279_path.npy,train
1615,maze_1615.npy,perfect,Hard,31,31,160,maze_1615_path.npy,train
3268,maze_3268.npy,imperfect,Medium,21,21,52,maze_3268_path.npy,train
655,maze_655.npy,perfect,Easy,11,11,40,maze_655_path.npy,train
3927,maze_3927.npy,imperfect,Hard,31,31,80,maze_3927_path.npy,train
812,maze_812.npy,perfect,Medium,21,21,116,maze_812_path.npy,train
3316,maze_3316.npy,imperfect,Medium,21,21,84,maze_3316_path.npy,train
2471,maze_2471.npy,imperfect,Easy,11,11,36,maze_2471_path.npy,train
3700,maze_3700.npy,imperfect,Hard,31,31,84,maze_3700_path.npy,train
1512,maze_1512.npy,perfect,Hard,31,31,248,maze_1512_path.npy,train
2474,maze_2474.npy,imperfect,Easy,11,11,20,maze_2474_path.npy,train
44,maze_44.npy,perfect,Easy,11,11,24,maze_44_path.npy,train
325,maze_325.npy,perfect,Easy,11,11,28,maze_325_path.npy,train
534,maze_534.npy,perfect,Easy,11,11,28,maze_534_path.npy,train
465,maze_465.npy,perfect,Easy,11,11,40,maze_465_path.npy,train
1052,maze_1052.npy,perfect,Medium,21,21,104,maze_1052_path.npy,train
2461,maze_2461.npy,imperfect,Easy,11,11,20,maze_2461_path.npy,train
414,maze_414.npy,perfect,Easy,11,11,16,maze_414_path.npy,train
3654,maze_3654.npy,imperfect,Hard,31,31,80,maze_3654_path.npy,train
1436,maze_1436.npy,perfect,Hard,31,31,260,maze_1436_path.npy,train
3053,maze_3053.npy,imperfect,Medium,21,21,68,maze_3053_path.npy,train
3884,maze_3884.npy,imperfect,Hard,31,31,88,maze_3884_path.npy,train
2042,maze_2042.npy,imperfect,Easy,11,11,20,maze_2042_path.npy,train
3480,maze_3480.npy,imperfect,Hard,31,31,64,maze_3480_path.npy,train
776,maze_776.npy,perfect,Medium,21,21,60,maze_776_path.npy,train
2218,maze_2218.npy,imperfect,Easy,11,11,20,maze_2218_path.npy,train
2582,maze_2582.npy,imperfect,Easy,11,11,16,maze_2582_path.npy,train
256,maze_256.npy,perfect,Easy,11,11,16,maze_256_path.npy,train
718,maze_718.npy,perfect,Medium,21,21,120,maze_718_path.npy,train
3085,maze_3085.npy,imperfect,Medium,21,21,40,maze_3085_path.npy,train
2010,maze_2010.npy,imperfect,Easy,11,11,16,maze_2010_path.npy,train
2728,maze_2728.npy,imperfect,Medium,21,21,50,maze_2728_path.npy,train
3489,maze_3489.npy,imperfect,Hard,31,31,68,maze_3489_path.npy,train
3105,maze_3105.npy,imperfect,Medium,21,21,50,maze_3105_path.npy,train
2720,maze_2720.npy,imperfect,Medium,21,21,84,maze_2720_path.npy,train
3039,maze_3039.npy,imperfect,Medium,21,21,48,maze_3039_path.npy,train
1094,maze_1094.npy,perfect,Medium,21,21,64,maze_1094_path.npy,train
2302,maze_2302.npy,imperfect,Easy,11,11,20,maze_2302_path.npy,train
2470,maze_2470.npy,imperfect,Easy,11,11,20,maze_2470_path.npy,train
291,maze_291.npy,perfect,Easy,11,11,24,maze_291_path.npy,train
1578,maze_1578.npy,perfect,Hard,31,31,116,maze_1578_path.npy,train
2877,maze_2877.npy,imperfect,Medium,21,21,66,maze_2877_path.npy,train
134,maze_134.npy,perfect,Easy,11,11,24,maze_134_path.npy,train
2210,maze_2210.npy,imperfect,Easy,11,11,18,maze_2210_path.npy,train
785,maze_785.npy,perfect,Medium,21,21,112,maze_785_path.npy,train
1260,maze_1260.npy,perfect,Medium,21,21,88,maze_1260_path.npy,train
1952,maze_1952.npy,perfect,Hard,31,31,144,maze_1952_path.npy,train
263,maze_263.npy,perfect,Easy,11,11,24,maze_263_path.npy,train
1454,maze_1454.npy,perfect,Hard,31,31,116,maze_1454_path.npy,train
3011,maze_3011.npy,imperfect,Medium,21,21,64,maze_3011_path.npy,train
2110,maze_2110.npy,imperfect,Easy,11,11,24,maze_2110_path.npy,train
761,maze_761.npy,perfect,Medium,21,21,100,maze_761_path.npy,train
56,maze_56.npy,perfect,Easy,11,11,28,maze_56_path.npy,train
